Tue Feb 26 11:34:35 2013,4.95,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 11:39:43 2013,5.05,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 12:22:30 2013,4.97,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 12:25:25 2013,5.04,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 12:25:55 2013,4.92,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 12:27:15 2013,4.98,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:00:02 2013,5.18,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:00:17 2013,4.91,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:04:12 2013,5.10,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:04:19 2013,4.94,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:09:10 2013,4.79,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:09:17 2013,4.79,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:11:18 2013,4.73,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:11:26 2013,4.72,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:13:31 2013,4.97,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:13:44 2013,5.02,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:13:52 2013,4.91,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:14:18 2013,4.91,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:14:51 2013,4.65,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:16:51 2013,4.89,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:17:03 2013,4.84,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:17:41 2013,4.69,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:18:12 2013,4.61,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:18:18 2013,4.53,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:22:22 2013,4.53,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:22:49 2013,4.48,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:23:39 2013,4.57,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:24:45 2013,4.55,"Calculate mandelbrot set","will-tosh"
Tue Feb 26 21:29:57 2013,4.57,"Calculate mandelbrot set","will-tosh"
